Dec 17, 196.0
Dec 18, 196.2
Dec 19, 195.0
Dec 20, 194.8
Dec 21, 194.4
Dec 22, 196.0
Dec 23, 196.0
Dec 24, 196.6
Dec 25, 197.0
Dec 26, 196.4
Dec 27, 194.8
Dec 28, 193.8
Dec 29, 192.8
Dec 30, 192.2
Dec 31, 190.4
Jan 1, 191.2
Jan 2, 189.8
Jan 3, 191.0
Jan 4, 190.2
Jan 5, 191.6
